Name,state,Stars,Valoracion
Miguel's Mexican Seafood & Grill,Florida,4,Muy bueno
Fuzzy's Taco Shop,Florida,5,Muy bueno
Taco Bell,Indiana,1,Malo
Bartaco,Florida,5,Muy bueno
Don Pablo's,Nueva Jersey,5,Muy bueno
Cantina Los Tres Hombres,Nevada,5,Muy bueno
Capital Tacos,Florida,5,Muy bueno
Charro Steak & Del Rey,Arizona,4,Muy bueno
Jack in the Box,Idaho,1,Muy bueno
Mi Hacienda Mexican Restaurant,Indiana,5,Muy bueno
Super Taqueria,Nevada,4,Muy bueno
Blue Coast Burrito,Tennessee,4,Muy bueno
Chipotle Mexican Grill,Pensilvania,2,Malo
Tico's Tacos Tex Mex,Pensilvania,5,Muy bueno
Pancho & Lefty's Cantina - Downtown,Tennessee,4,Muy bueno
Carmelita's Mexican Restaurant,Florida,2,Muy bueno
Casa Molina Del Norte,Arizona,5,Muy bueno
El Gato Negro,Luisiana,5,Muy bueno
El Chapo Taco,Florida,5,Muy bueno
Urban Cantina,Florida,5,Muy bueno
La Botana Tacos,Arizona,5,Muy bueno
Chipotle Mexican Grill,Arizona,5,Muy bueno
PJ's Pancake House & Tavern - Ewing,Nueva Jersey,5,Muy bueno
Pancho & Lefty's Cantina - Downtown,Tennessee,4,Muy bueno
The Taco and Ice Cream Joint,Missouri,5,Muy bueno
Murrietas,Nevada,2,Malo
Esquina Cantina,Tennessee,5,Muy bueno
El Sinaloense Hot Dog Cart,Arizona,4,Muy bueno
Mony's Mexican Food,California,5,Muy bueno
Taqueria San Martin,Florida,5,Muy bueno
Casa Molina,Arizona,5,Muy bueno
Corazon Cocina,California,2,Muy bueno
Blue Corn,Pensilvania,5,Regular
Macho Tequila's,Nevada,5,Muy bueno
Chili's,Missouri,4,Muy bueno
Ciria's Cocina,Nevada,5,Muy bueno
The Velvet Cactus,Luisiana,4,Muy bueno
Chili's,Pensilvania,1,Malo
Chipotle Mexican Grill,Florida,2,Muy bueno
Capital Tacos,Florida,5,Muy bueno
Taquería La Juquilita,Tennessee,5,Muy bueno
Moe's Southwest Grill,Florida,3,Muy bueno
Sunny Daze Cafe,Arizona,5,Muy bueno
Murrietas,Nevada,4,Muy bueno
Punch Bowl Social Indianapolis,Indiana,3,Muy bueno
Taco Bell,Nevada,1,Malo
Animo Juice,Pensilvania,5,Muy bueno
Pepe's Mexican Restaurant,California,4,Muy bueno
Biscuits Cafe,Indiana,4,Muy bueno
QDOBA Mexican Eats,Pensilvania,4,Muy bueno
Restaurante Yesenia,Nevada,5,Muy bueno
Southwest Diner,Missouri,5,Muy bueno
Catty Shack,Luisiana,5,Muy bueno
Chili's,Florida,4,Muy bueno
Los Agaves,California,5,Muy bueno
Charro del Rey,Arizona,5,Muy bueno
Angry Pepper  Waterside,Florida,4,Muy bueno
Casita Taqueria,Florida,4,Muy bueno
Restaurante Colosio,Nueva Jersey,5,Muy bueno
Empamamas,Florida,5,Muy bueno
Rancheros Market,Arizona,5,Muy bueno
Cantina Laredo,Missouri,3,Muy bueno
Santa Fe,Luisiana,5,Muy bueno
El Minuto Cafe,Arizona,5,Muy bueno
El Rodeo,Indiana,4,Muy bueno
El Patron Mexican Grill and Cantina,Luisiana,5,Muy bueno
Fini's Landing,Arizona,5,Muy bueno
La Hacienda Restaurant,Arizona,5,Muy bueno
Teresa's Mosaic Cafe,Arizona,5,Muy bueno
Chili's,Idaho,5,Muy bueno
Casa Grande Mexican Restaurant & Cantina,Nevada,5,Muy bueno
Salsa Verde Restaurant,Arizona,5,Muy bueno
El Guero Canelo,Arizona,5,Muy bueno
La Botana Tacos,Arizona,5,Muy bueno
Better Byrd,Florida,3,Muy bueno
El Huarache Veloz,Florida,5,Muy bueno
Cancun Mexican Restaurant,Pensilvania,5,Muy bueno
Macho Tequila's,Nevada,1,Muy bueno
Charro del Rey,Arizona,5,Muy bueno
Crystal Agave Mexican Grill,Florida,5,Muy bueno
Chili's,Pensilvania,1,Malo
Monserrate Restaurant Bar & Grill,Florida,5,Muy bueno
Oishii Poké,Pensilvania,5,Muy bueno
Capital Tacos,Florida,5,Regular
Rosepepper Mexican Grill,Tennessee,2,Muy bueno
Salsa Verde Restaurant,Arizona,5,Muy bueno
California Tacos To Go,Florida,5,Muy bueno
The Little One,Arizona,4,Muy bueno
Chipotle Mexican Grill,Pensilvania,5,Muy bueno
Los Agaves,California,5,Muy bueno
Gran Agave,Florida,5,Muy bueno
Taco Bell,Nevada,1,Malo
Taco Bell,Illinois,1,Malo
On The Border Mexican Grill & Cantina,Arizona,2,Muy bueno
Chili's,Missouri,3,Muy bueno
East Beach Tacos,California,5,Muy bueno
Nada,Indiana,5,Malo
Los Amigos Restaurant,Florida,4,Muy bueno
QDOBA Mexican Eats,Indiana,4,Muy bueno
The Blind Pelican,Luisiana,1,Malo
Yoshi Sushi,Florida,5,Muy bueno
EL Azabache Mexican Restaurant,Indiana,4,Muy bueno
Guadalajara Original Grill,Arizona,4,Malo
Tacos Don Memo,Pensilvania,5,Muy bueno
Badfins Food + Brew,Florida,5,Muy bueno
Bakersfield,Indiana,2,Muy bueno
The Funky Taco,Idaho,5,Muy bueno
Charro Steak & Del Rey,Arizona,5,Muy bueno
Guadalajara Original Grill,Arizona,4,Muy bueno
Mi Jalapeno,Illinois,1,Malo
Capital Tacos,Florida,1,Muy bueno
La Tonalteca - Christiana,Delaware,2,Muy bueno
Provecho Mexican Grill,Pensilvania,5,Muy bueno
Chili's,Pensilvania,1,Malo
Fito's Taco Shop,Arizona,1,Malo
Cathy's Kitchen,Missouri,2,Muy bueno
El Charro Cafe,Arizona,5,Muy bueno
Rio Grande MX Cocina,Illinois,5,Muy bueno
La Hacienda Mexican Restaurant,Indiana,5,Muy bueno
Corazon Cocina,California,5,Malo
Rollies Mexican Patio,Arizona,5,Muy bueno
El Vez,Pensilvania,5,Muy bueno
Ciria's Cocina,Nevada,5,Muy bueno
Taquitos Mexican,Florida,5,Muy bueno
El Metate Auténtico Mexicán Restaurant,Tennessee,4,Muy bueno
Calle Tepa,Arizona,4,Muy bueno
South Philly Barbacoa,Pensilvania,5,Muy bueno
Aqui Con El Nene,Arizona,3,Muy bueno
Livery - Indianapolis,Indiana,2,Muy bueno
Tortas El Guero,Indiana,4,Muy bueno
Taco Buddha,Missouri,5,Muy bueno
Zeppelin,Nevada,5,Muy bueno
Chipotle Mexican Grill,Florida,4,Muy bueno
Walnut Grill - Sunset Hills,Missouri,1,Muy bueno
Urban Eats Grill & Cantina,Indiana,5,Muy bueno
Los Catrachos,Luisiana,1,Malo
Las Maracas,Luisiana,5,Muy bueno
Ciria's Cocina,Nevada,4,Muy bueno
Tequila Sunrise,Indiana,5,Muy bueno
Seis Kitchen,Arizona,5,Muy bueno
Taco Bell,Florida,2,Muy bueno
Las Margaritas,Pensilvania,5,Muy bueno
Tacos El Tio,Nueva Jersey,5,Muy bueno
Restaurante Yesenia,Nevada,5,Muy bueno
Chronic Tacos,Florida,5,Muy bueno
Mariscos El Pulpo Restaurant,Florida,5,Muy bueno
Los Agaves,California,5,Muy bueno
Habanero Grill,Tennessee,5,Muy bueno
Sopapilla's,Tennessee,3,Muy bueno
El Charro Cafe,Arizona,5,Muy bueno
Carisma Restaurante,Pensilvania,5,Muy bueno
Casa Tina,Florida,5,Muy bueno
Cholita Taqueria,Indiana,5,Muy bueno
Chili's,Pensilvania,1,Malo
Carmelita's Mexican Restaurant,Florida,5,Muy bueno
Chuy's,Florida,4,Muy bueno
El Dorado,Tennessee,2,Muy bueno
Nemi Restaurant,Pensilvania,5,Muy bueno
Plaza Azteca - Plymouth Meeting,Pensilvania,4,Muy bueno
Habanero Grill,Tennessee,2,Malo
Solario Cantina,Tennessee,3,Muy bueno
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",Arizona,5,Muy bueno
Amigos Tortilla Bar,Florida,1,Muy bueno
Margaritas Mexican Restaurant,Pensilvania,4,Muy bueno
El Pollo Loco,Arizona,5,Muy bueno
Chili's,Nevada,3,Malo
Espíritu Mezcaleria,Luisiana,3,Muy bueno
Moe's Southwest Grill,Nueva Jersey,2,Muy bueno
Tammy's International Pizza Sensation,Indiana,3,Malo
Los Amigos Restaurant,Florida,4,Muy bueno
Guadalajara Grill Mexican Restaurant,Indiana,4,Muy bueno
Aqui Con El Nene,Arizona,5,Muy bueno
Esquina Cantina,Tennessee,5,Muy bueno
Amigos Tortilla Bar,Florida,1,Malo
El Charro Cafe,Arizona,5,Muy bueno
Provecho Mexican Grill,Pensilvania,4,Muy bueno
Chili's,Nueva Jersey,2,Muy bueno
Penca,Arizona,5,Muy bueno
El Bocado,Pensilvania,5,Muy bueno
Salty Cowboy,Indiana,4,Muy bueno
Casa Juarez Mexican Town,Missouri,4,Muy bueno
Loren & Mari Mexican Grill,Indiana,5,Muy bueno
El Primo Plaza,Pensilvania,5,Muy bueno
Walnut Grill - Sunset Hills,Missouri,2,Malo
Baja Fresh,Pensilvania,5,Muy bueno
Mojo's Tacos,Tennessee,4,Muy bueno
Bertha Miranda's Mexican Food Restaurant and Cantina,Nevada,5,Muy bueno
Taco Bar,Florida,5,Muy bueno
El Paso Mexican Restaurant,Pensilvania,5,Muy bueno
Yard House,Indiana,4,Muy bueno
Central Taco & Tequila,Nueva Jersey,2,Muy bueno
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson",Arizona,4,Muy bueno
El Barrio Cantina & Tequila Bar,Pensilvania,5,Muy bueno
Johnny Sanchez,Luisiana,3,Muy bueno
Mayas,Luisiana,4,Muy bueno
Cholita Taqueria,Indiana,3,Muy bueno
Seis Kitchen,Arizona,5,Muy bueno
Fonda El Cubilete,Tennessee,5,Muy bueno
Don Chencho Mexican Restaurant,Illinois,5,Muy bueno
Green Lemon,Florida,4,Muy bueno
Pancho's Restaurant of San Ann,Florida,5,Muy bueno
Oscar's Taco Shop,Tennessee,5,Muy bueno
Capital Tacos,Florida,4,Muy bueno
Los Magueyes Mexican Grill,Florida,4,Muy bueno
Frank's,Arizona,5,Muy bueno
Seis Kitchen,Arizona,5,Muy bueno
Lolis Mexican Cravings Food Truck,Florida,5,Muy bueno
Red's Broken Bat,Nevada,5,Muy bueno
El Potro Mexican Restaurant Bar & Grill,Indiana,4,Muy bueno
Johnny Manana's,Pensilvania,5,Muy bueno
Honest Tom's Plant Based Taco Shop,Pensilvania,5,Muy bueno
La Tolteca - Wilmington,Delaware,5,Muy bueno
Espíritu Mezcaleria,Luisiana,5,Muy bueno
The Toros,Indiana,1,Malo
Pancho's Taqueria and Mexican Restaurant,Indiana,5,Muy bueno
Tumerico,Arizona,5,Muy bueno
Crazy Burrito,Florida,5,Muy bueno
Bartaco,Florida,2,Muy bueno
Tacos Y Mariscos Lopez,Tennessee,1,Malo
Taco Dirty,Florida,3,Muy bueno
Seis Kitchen,Arizona,5,Muy bueno
El  Sitio,California,4,Muy bueno
El Jaliciense Mexican Restaurant,Tennessee,1,Muy bueno
Taquitos Mexican,Florida,5,Muy bueno
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",Arizona,5,Muy bueno
Roberto's Taco Shop,Nevada,1,Malo
Casa Tina,Florida,4,Muy bueno
Tacos Apson,Arizona,4,Muy bueno
El Torito,Missouri,4,Malo
Charro Steak & Del Rey,Arizona,5,Muy bueno
Kitchen West Side,Tennessee,2,Malo
Burrito Boarder,Florida,1,Muy bueno
Bakersfield,Tennessee,5,Muy bueno
Southwest Diner,Missouri,5,Muy bueno
La Barca Mexican Store,Nevada,5,Muy bueno
Chipotle Mexican Grill,Indiana,3,Malo
Lolis Mexican Cravings,Florida,5,Muy bueno
Pueblo Lindo,Idaho,5,Muy bueno
Rey Bagel Bistro,Nueva Jersey,1,Malo
Cielito Lindo,Florida,5,Muy bueno
Cantina Laredo,Florida,5,Muy bueno
Taco Giro Mexican Grill - W Valencia,Arizona,1,Malo
La Villa Mexican Grill & Seafood,Tennessee,1,Malo
The Kolache Kitchen - New Orleans,Luisiana,2,Muy bueno
Pueblo Real Mexican Restaurant - Franklin,Tennessee,5,Muy bueno
Tijuana Flats,Indiana,2,Malo
Red Mesa Cantina,Florida,4,Muy bueno
Murrieta's,Nevada,5,Muy bueno
Chipotle Mexican Grill,Florida,5,Muy bueno
Cafe Poca Cosa,Arizona,2,Malo
El Jaripeo,Indiana,5,Muy bueno
Taqueria El Pueblito,Arizona,5,Muy bueno
El Taco Loco,Luisiana,5,Muy bueno
Chili's,Pensilvania,1,Muy bueno
Santa Fe Mexican Grill,Florida,1,Malo
Redwood Rotisserie + Grill,Nevada,5,Muy bueno
Cafe Poca Cosa,Arizona,5,Muy bueno
Mission Taco Joint - Historic Soulard,Missouri,4,Muy bueno
Jack in the Box,Arizona,5,Regular
Vicentas Mexican Cuisine,California,4,Muy bueno
Wok o Taco,Missouri,4,Muy bueno
District Taco,Pensilvania,5,Muy bueno
Mas Tacos Por Favor,Tennessee,3,Muy bueno
The Tamale Place,Indiana,3,Muy bueno
Miguel's Mexican Food,Nevada,5,Muy bueno
Juan's Flying Burrito,Luisiana,3,Muy bueno
California Tacos To Go,Florida,5,Muy bueno
Taco Bell,Nevada,1,Malo
Luciana's Mexican Restaurant,Indiana,3,Muy bueno
Sunny Daze Cafe,Arizona,5,Muy bueno
Zeppelin,Nevada,4,Muy bueno
Uncle Julio's,Tennessee,5,Muy bueno
Padaro Beach Grill,California,5,Muy bueno
Café y Chocolate,Pensilvania,3,Muy bueno
Taco Circus,Missouri,3,Muy bueno
Latin Bowl Restaurant-Largo,Florida,5,Muy bueno
Taco Bell,Florida,2,Muy bueno
Cafe Ynez,Pensilvania,5,Muy bueno
Chipotle Mexican Grill,Florida,1,Malo
Mission Taco Joint - Delmar Loop,Missouri,4,Muy bueno
Izzo's Illegal Burrito,Luisiana,2,Malo
El Toro Loco,Tennessee,4,Muy bueno
Taco Bus,Florida,2,Muy bueno
Chili's,Pensilvania,1,Malo
Lumbrada Express,Pensilvania,4,Muy bueno
Baja Cafe on Campbell,Arizona,4,Muy bueno
Americano Mexicano,Arizona,4,Muy bueno
Tacos Flacos & Cantina,Florida,4,Muy bueno
Zocalo,Luisiana,2,Muy bueno
Red Mesa Cantina,Florida,4,Muy bueno
Mad Mex - Wynnewood,Pensilvania,2,Malo
Juan's Flying Burrito,Luisiana,5,Muy bueno
Sancho Pistola's,Pensilvania,2,Muy bueno
Andale Latino Grill,Nueva Jersey,5,Muy bueno
On The Border Mexican Grill & Cantina,Arizona,4,Muy bueno
Boca Tacos Y Tequila,Arizona,1,Muy bueno
Texas Roadhouse,Arizona,5,Muy bueno
Gringo Tacos + Burgers,Missouri,2,Muy bueno
Salsa Verde Restaurant,Arizona,5,Muy bueno
El Guerrero Mexican Grill,Florida,5,Muy bueno
Tierra Mexicana Restaurant,Florida,5,Muy bueno
QDOBA Mexican Eats,Missouri,1,Muy bueno
Uncle Julio's,Tennessee,1,Malo
417 Union,Tennessee,5,Muy bueno
Taqueria Sanchez,Luisiana,5,Muy bueno
Pancho & Lefty's Cantina - Downtown,Tennessee,5,Muy bueno
Tres Jalapenos,Pensilvania,3,Muy bueno
Catty Shack,Luisiana,5,Muy bueno
Baja Cafe on Campbell,Arizona,5,Muy bueno
The Hall on Franklin,Florida,5,Muy bueno
Mekenita Cantina,Florida,4,Muy bueno
Chili's,Florida,5,Muy bueno
El Rancho Nuevo,Missouri,1,Muy bueno
Salty's Island Bar & Grille,Florida,4,Muy bueno
Jimmy Hula's,Florida,1,Muy bueno
Tacos Mi Rancho,Florida,5,Muy bueno
Kitchen 519,Nueva Jersey,4,Muy bueno
Cancun Mexican Restaurant,Indiana,3,Muy bueno
Tex Mex Connection,Pensilvania,2,Muy bueno
Murrietas,Nevada,2,Muy bueno
Tex-Mex,Indiana,4,Muy bueno
Charro del Rey,Arizona,5,Muy bueno
417 Union,Tennessee,4,Muy bueno
Pure Eatery,Indiana,5,Muy bueno
The Natural Cafe,California,5,Muy bueno
Red Mesa Mercado,Florida,3,Muy bueno
Chipotle Mexican Grill,Arizona,2,Malo
El Zarape Restaurant,Nueva Jersey,4,Muy bueno
El Toro Loco,Tennessee,5,Muy bueno
Cafe Poca Cosa,Arizona,5,Muy bueno
Soy Bistro,Tennessee,5,Muy bueno
Salty's Island Bar & Grille,Florida,4,Muy bueno
El Meson Mexican Restaurant,Indiana,3,Muy bueno
Candelaria's Cafe Shop,Nevada,4,Muy bueno
Taco Bell,Pensilvania,2,Muy bueno
Street- Taco and Beer Co.,Arizona,5,Muy bueno
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson",Arizona,4,Muy bueno
La Indita,Arizona,1,Malo
Los Rancheros,Indiana,5,Muy bueno
Marina Cantina,Florida,2,Muy bueno
El Toro Loco,Tennessee,2,Malo
Plaza Azteca,Pensilvania,3,Muy bueno
Chipotle Mexican Grill,Tennessee,1,Malo
Loco Mexican Restaurant & Cantina,Indiana,3,Muy bueno
Grand Hacienda,Florida,5,Muy bueno
Tequila Sunrise,Indiana,1,Malo
"BLT's - Breakfast, Lunch and Tacos",Missouri,5,Muy bueno
La Margarita,Indiana,4,Muy bueno
Los Camaradas,Pensilvania,5,Muy bueno
Latin Bowl Restaurant-Largo,Florida,5,Muy bueno
El Pollo Tapatio,Indiana,5,Muy bueno
Delicias La Chocola,Indiana,5,Muy bueno
Tequila Sunrise,Indiana,2,Muy bueno
Los Arroyos Mexican Restaurant & Take Out,California,3,Muy bueno
Amigos Tortilla Bar,Florida,1,Muy bueno
Romi's Tacos,Florida,1,Malo
Los Magueyes Mexican Grill,Florida,5,Muy bueno
Restaurante Yesenia,Nevada,5,Muy bueno
Los Agaves,California,5,Muy bueno
La Fuente Mexican Restaurant,Nevada,4,Muy bueno
Soy Bistro,Tennessee,5,Muy bueno
La Casona Mexican Restaurant,Missouri,5,Muy bueno
Tres Jalapenos,Pensilvania,5,Muy bueno
Los Agaves,California,5,Muy bueno
Massimo's,Florida,2,Muy bueno
Roost,California,2,Malo
El Limon,Pensilvania,3,Muy bueno
Sopapilla's,Tennessee,4,Muy bueno
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",Arizona,5,Muy bueno
Marina Cantina,Florida,3,Muy bueno
Cholita Taqueria,Indiana,4,Muy bueno
Nada,Indiana,5,Muy bueno
Guadalajara Original Grill,Arizona,4,Muy bueno
Rio Grande MX Cocina,Illinois,5,Muy bueno
Taqueria Los Compadres,Delaware,5,Muy bueno
El Purepecha,Pensilvania,4,Muy bueno
Ciria's Cocina,Nevada,4,Muy bueno
Oishii Poké,Pensilvania,1,Malo
Los Jefes Tortilleria & Grill,Luisiana,5,Muy bueno
Carniceria Guanajuato,Indiana,5,Muy bueno
California Tacos To Go,Florida,5,Muy bueno
Taco Amigo,Florida,5,Muy bueno
Fuzzy's Taco Shop,Florida,5,Muy bueno
Charro Steak & Del Rey,Arizona,1,Malo
Ciria's Cocina,Nevada,5,Muy bueno
Mi Nidito Restaurant,Arizona,3,Muy bueno
Franklin on Twiggs Eatery & Market,Florida,5,Muy bueno
El Pollo Loco,Nevada,4,Muy bueno
El Tapatio,Pensilvania,5,Muy bueno
El Guero Canelo,Arizona,5,Muy bueno
Zocalo,Luisiana,5,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,2,Malo
Verde,Indiana,5,Muy bueno
Ole' Mexican Grill,Arizona,2,Muy bueno
Casa Tina,Florida,2,Muy bueno
Pancho's Taqueria and Mexican Restaurant,Indiana,4,Muy bueno
Kalbi Taco Shack,Missouri,5,Muy bueno
Amigo Joe's,Missouri,3,Muy bueno
Sunrise Café,Nevada,5,Muy bueno
Los Agaves,California,5,Muy bueno
Rancheros Market,Arizona,1,Malo
The Matador,Idaho,4,Muy bueno
Nueva Cantina,Florida,2,Muy bueno
Los Camaradas,Pensilvania,4,Muy bueno
Capital Tacos,Florida,2,Malo
Lili's Restaurant & Bar,Nevada,5,Muy bueno
Pipeline Taco,Pensilvania,4,Muy bueno
Franco's Taqueria,Nueva Jersey,5,Muy bueno
Los Agaves,California,2,Muy bueno
Diablo & Sons Saloon,Idaho,5,Muy bueno
Bartaco,Florida,1,Muy bueno
Chipotle Mexican Grill,California,4,Muy bueno
Pancheros Mexican Grill,Pensilvania,3,Muy bueno
Rosalita's Cantina,Missouri,4,Muy bueno
El Rodeo,Tennessee,1,Malo
Mi Ranchito,Nevada,4,Muy bueno
Bakersfield,Indiana,5,Muy bueno
Carlillos Cocina,Nevada,5,Muy bueno
Cantina Los Tres Hombres,Nevada,1,Muy bueno
Taqueria Pico De Gallo,Arizona,4,Muy bueno
Pancho & Willie's Cantina,Nevada,5,Muy bueno
Baja Burrito,Tennessee,5,Malo
417 Union,Tennessee,5,Muy bueno
Tacos And Tequila ,Indiana,4,Muy bueno
Farmer's Inn Restaurant & Bar,Illinois,5,Muy bueno
Farmicia,Pensilvania,5,Muy bueno
Farmicia,Pensilvania,4,Muy bueno
La Mula Terca,Pensilvania,5,Muy bueno
On The Border Mexican Grill & Cantina,Indiana,4,Muy bueno
Goyita's,Arizona,2,Malo
La Hacienda Restaurant,Arizona,2,Muy bueno
Charro Steak & Del Rey,Arizona,1,Malo
Grand Hacienda,Florida,1,Muy bueno
Baja Cafe on Campbell,Arizona,4,Muy bueno
goa taco,California,5,Muy bueno
El Paso Mexican Restaurant,Pensilvania,2,Malo
Carmelita's Taqueria,Nevada,1,Muy bueno
Capital Tacos,Florida,5,Muy bueno
Chili's,Pensilvania,1,Muy bueno
goa taco,California,5,Muy bueno
Taco Bus,Florida,4,Muy bueno
Miguel's Mexican Food,Nevada,1,Muy bueno
Nada,Indiana,4,Muy bueno
Gil Tacos,Indiana,5,Malo
Los Altos Restaurant,California,3,Muy bueno
Tired Hands Fermentaria,Pensilvania,4,Muy bueno
Taco Bell,Missouri,1,Malo
The Hall on Franklin,Florida,4,Muy bueno
Cafe Poca Cosa,Arizona,4,Muy bueno
El Potosino,Arizona,1,Malo
Café y Chocolate,Pensilvania,3,Muy bueno
Mad Mex - Willow Grove,Pensilvania,1,Muy bueno
Los Gallos Taqueria,Nevada,1,Regular
Taquitos Mexican,Florida,4,Muy bueno
Miguel's Mexican Seafood & Grill,Florida,2,Muy bueno
Chili's,Tennessee,1,Malo
Agave House,Luisiana,4,Muy bueno
Cafe Poca Cosa,Arizona,5,Muy bueno
Mission Taqueria,Pensilvania,4,Muy bueno
El Toluco Taqueria & Grocery,Missouri,5,Muy bueno
Chile Verde Authentic Mexican Food,Florida,5,Muy bueno
Blue Willow Restaurant & Gift Shop,Arizona,5,Muy bueno
La Parrilla Suiza,Arizona,1,Muy bueno
Miguel's Mexican Food,Nevada,1,Malo
Chili's,Luisiana,1,Malo
El Charro Cafe,Arizona,5,Muy bueno
El Mariachi,Nueva Jersey,5,Muy bueno
Mi Casa Restaurant,Florida,2,Muy bueno
Juan's Flying Burrito,Luisiana,5,Muy bueno
Charro del Rey,Arizona,5,Muy bueno
Taqueria El Buen Gusto,California,5,Muy bueno
Uncle Julio's,Tennessee,1,Muy bueno
Drifters,Tennessee,5,Muy bueno
Casa Grande Mexican Restaurant & Cantina,Nevada,2,Muy bueno
Santo Mezcal,California,5,Muy bueno
Chipotle Mexican Grill,Pensilvania,1,Muy bueno
El Toro Loco,Tennessee,5,Muy bueno
Rosepepper Mexican Grill,Tennessee,5,Muy bueno
The Velvet Cactus,Luisiana,5,Muy bueno
Deanie's Sea Food Kitchen,Luisiana,5,Muy bueno
Cafe Poca Cosa,Arizona,5,Muy bueno
Zeppelin,Nevada,3,Malo
Los Agaves Grill,Indiana,3,Muy bueno
El Berraco,Arizona,1,Malo
Bertha Miranda To Go & Deli,Nevada,2,Muy bueno
Blue Corn,Pensilvania,5,Muy bueno
Tumerico,Arizona,2,Muy bueno
Tumerico,Arizona,5,Muy bueno
Oscar's Taco Shop,Tennessee,5,Muy bueno
La Olla Mexican Cafe,Arizona,5,Muy bueno
Fini's Landing,Arizona,3,Muy bueno
Fiesta Guadalajara A Family Mexican Restaurant,Idaho,5,Muy bueno
Badfins Food + Brew,Florida,1,Muy bueno
Tequila's,Tennessee,1,Malo
Café y Chocolate,Pensilvania,4,Regular
Gia's Blue Water Taqueria,Florida,5,Muy bueno
Sun King Brewery,Indiana,5,Muy bueno
Distrito,Pensilvania,4,Muy bueno
Honest Tom's Plant Based Taco Shop,Pensilvania,5,Muy bueno
Matador,Pensilvania,1,Malo
The VIP Mexican Restaurant & Lounge,Florida,4,Muy bueno
El Vez,Pensilvania,5,Muy bueno
El Huarache Azteca,Florida,3,Muy bueno
El Mariachi,Nueva Jersey,5,Muy bueno
Border Cafe,Delaware,2,Muy bueno
El Cisne Restaurant,Arizona,5,Muy bueno
Saguaro Corners Restaurant & Bar,Arizona,5,Muy bueno
Santa Fe Mexican Grill,Florida,1,Malo
Salsa Verde Mexican Restaurant,Indiana,5,Muy bueno
El Puerto de San Blas,Indiana,5,Muy bueno
Los Primos,Tennessee,5,Muy bueno
Taco Bell,Missouri,1,Muy bueno
Fuzzy's Taco Shop,Missouri,1,Malo
Si Señor Mexican Bar and Grill,Missouri,4,Muy bueno
Mi Ranchito,Nevada,4,Muy bueno
Santo Mezcal,California,5,Muy bueno
Taqueria Don Julios,Florida,2,Muy bueno
Casa Valencia,Arizona,4,Muy bueno
Chihuahua's Cantina & Grill,Nevada,4,Muy bueno
Bull Market Tampa,Florida,4,Malo
Charro del Rey,Arizona,4,Muy bueno
Los Patios,Indiana,3,Muy bueno
El Vez,Pensilvania,4,Muy bueno
East Beach Tacos,California,4,Muy bueno
Amigos Tortilla Bar,Florida,4,Muy bueno
Bartaco,Tennessee,5,Muy bueno
Walnut Grill - Sunset Hills,Missouri,5,Muy bueno
Lili's Restaurant & Bar,Nevada,4,Muy bueno
La Tapatia,California,3,Muy bueno
Taco Bell,Delaware,1,Muy bueno
Chili's,Tennessee,5,Muy bueno
King George II Inn,Pensilvania,4,Muy bueno
Penca,Arizona,4,Muy bueno
Canal Street Bistro,Luisiana,5,Muy bueno
Diego's Cantina And Tequila Bar,Pensilvania,1,Malo
Casita Taqueria,Florida,4,Muy bueno
Nemi Restaurant,Pensilvania,5,Muy bueno
Casa Grande Mexican Restaurant & Cantina,Nevada,2,Muy bueno
The Hall on Franklin,Florida,5,Muy bueno
Crazy Burrito,Florida,5,Muy bueno
El Paseo Mexican Restaurant,California,5,Muy bueno
Fuzzy's Taco Shop,Missouri,2,Muy bueno
Mi Casa Restaurant,Florida,1,Muy bueno
Livery - Indianapolis,Indiana,5,Muy bueno
Cielito Lindo,Nueva Jersey,4,Muy bueno
Verde Flavors Of Mexico,Indiana,5,Muy bueno
Taqueria Juanito's,Arizona,4,Muy bueno
Tacos Jalisco Grill & Cantina,Nevada,1,Malo
Chili's,Tennessee,5,Muy bueno
Marina Cantina,Florida,5,Muy bueno
Los Compadres Mexican Grill,Luisiana,5,Muy bueno
Jack in the Box,Nevada,1,Malo
Rosalita's Cantina,Missouri,1,Malo
Chipotle Mexican Grill,Florida,2,Muy bueno
Sancho Pistola's,Pensilvania,5,Muy bueno
El Sur Restaurant,Arizona,5,Muy bueno
El Rey,Pensilvania,1,Muy bueno
Nachomamas Tex-Mex,Missouri,5,Muy bueno
Don Pancho,Tennessee,5,Muy bueno
Mission Taco Joint - Central West End,Missouri,5,Muy bueno
California Tortilla,Pensilvania,1,Malo
El Guerrero Mexican Grill,Florida,5,Muy bueno
Nacho's Mexican Restaurant,Tennessee,5,Muy bueno
El Cisne Restaurant,Arizona,1,Muy bueno
La Casita De Molina,Arizona,5,Muy bueno
Los Primos,Tennessee,5,Muy bueno
Taco Bell,Indiana,1,Malo
Local Taco,Tennessee,1,Malo
El Minuto Cafe,Arizona,5,Muy bueno
Taco Bell,Arizona,1,Malo
